time,action,ritc_qty,ritc_action,bull_qty,bull_action,bear_qty,bear_action,profit_cad
2025-09-16T20:43:46-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,83.12
2025-09-16T20:43:47-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,177.67
2025-09-16T20:43:47-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,170.31
2025-09-16T20:43:47-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,65.80
2025-09-16T20:43:48-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,65.80
2025-09-16T20:44:01-04:00,BUY_RITC/SELL_STOCKS,1000,BUY,1000,SELL,1000,SELL,139.14
2025-09-16T20:44:01-04:00,BUY_RITC/SELL_STOCKS,1000,BUY,1000,SELL,1000,SELL,69.14
2025-09-16T20:44:08-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,170.32
2025-09-16T20:44:09-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,170.32
2025-09-16T20:44:09-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,250.32
2025-09-16T20:44:09-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,245.54
2025-09-16T20:44:10-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,155.54
2025-09-16T20:44:10-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,195.54
2025-09-16T20:44:12-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,99.89
2025-09-16T20:44:14-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,72.58
2025-09-16T20:44:16-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,62.92
2025-09-16T20:44:17-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,99.44
2025-09-16T20:44:18-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,68.56
2025-09-16T20:44:18-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,68.56
2025-09-16T20:44:27-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,134.48
2025-09-16T20:44:28-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,134.48
2025-09-16T20:44:28-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,94.48
